Q,A
"In some implementations, the transcription is partially created by a remote server or cloud-based computing system.","일부 구현예에서는, 원격 서버 또는 클라우드 기반 컴퓨팅 시스템에 의해서 전사가 부분적으로 생성된다."
"According to various embodiments of the present document, the type C socket 250 may mean a USB type C socket.","본 문서의 다양한 실시예들에 따르면, 타입 C 소켓(250)은, USB 타입 C 소켓을 의미할 수 있다."
"In some implementations, certain processes and methods may be performed by circuitry specific to a given function.","일부 구현들에 있어서, 특정 프로세스들 및 방법들은, 주어진 기능에 특정한 회로부에 의해 수행될 수도 있다."
"Here, the surrounding environment information may include current weather information, indoor temperature information and light intensity information in which the user is working.","여기에서, 상기 주변 환경 정보는 현재 날씨 정보와 사용자가 업무를 보는 실내의 온도 정보 및 광량 정보를 포함할 수 있다."
"In one configuration, a plurality of thresholds are applied to the z-direction information to define a plurality of states of the input device.","일 실시예에서, 복수의 임계치가 z-방향 정보에 적용되어 입력 장치의 복수의 상태를 정의한다."
"According to some configurations, the wireless transmitter includes a determining module, an encoding/decoding module, and a transmitting module.","일부 실시예들에 따르면, 무선 송신기는, 결정 모듈, 인코딩/디코딩 모듈, 및 송신 모듈을 포함한다."
"The user may then change the position of the hand, for example, to increase the likelihood of recognition.","그런 다음, 사용자는, 예를 들어, 인식 가능성을 높이기 위하여 손의 위치를 바꿀 수 있다."
The extended reality providing unit 221 receives user input data and generates an event according to the user input data.,"확장현실 제공부(221)는 사용자의 입력 데이터를 수신하고, 사용자의 입력 데이터에 따른 이벤트를 생성한다."
A material having a function of supplying hydrogen can be used for the insulating film 501A.,수소를 공급하는 기능을 가지는 재료를 절연막(501A)에 사용할 수 있다.
"Only data input by the user may be stored, or only pages synthesized with data may be stored.","사용자에 의해 입력된 데이터만 저장하거나, 또는 데이터와 합성된 페이지만을 저장할 수 있다."
The vehicle may then follow the road or flight path through the virtual environment.,"그다음, 차량은 가상 환경을 통해 도로 또는 비행 경로를 따라갈 수 있다."
"After the face region is detected, key points within the face region can be obtained using a face key point positioning algorithm.","얼굴 영역이 검출된 후에, 얼굴 영역 내의 키 포인트들이 얼굴 키 포인트 위치결정 알고리즘을 사용하여 획득될 수 있다."
The camera's image sensor 134 is positioned vertically on optical axis 142 of the display optical system.,카메라의 이미지 센서(134)는 디스플레이 광학 시스템의 광학 축(142) 상에 수직으로 위치된다.
It's important to note that Wu's fast chase algorithm doesn't have more error-supported versions than 2t-1.,Wu의 빠른 체이스 알고리즘에는 2t-1보다 많은 개수의 오류 지원 버전이 없다는 점에 유의해야 한다.
Physical movements with respect to the wrist can be characterized in terms of basic movements.,손목에 관한 물리적 움직임은 기본 움직임과 관련하여 특성화될 수 있다.
Mass may be added to the robot arm to reduce its mode frequency.,질량이 로봇 아암에 추가되어 그의 모드 주파수를 감소시킬 수 있다.
Each tab in sidebar 762b corresponds to one programmed rack height.,사이드바(762b)에서의 각각의 탭은 하나의 프로그램된 랙 높이에 대응한다.
"In Step 525, the bookshelf device may further move the bookend if the hand enters and exits twice.","단계(525)에서, 책 꽂이 장치는 손이 두 번 들어갔다 나왔다 했을 경우, 북엔드를 더 움직일 수 있다."
"Finally, only necessary text is extracted from Json format data and used.",마지막으로 Json형식의 데이터에서 필요한 텍스트만 추출한 후 사용한다.
"For example, when the extracted difference exceeds a predetermined amount, a mismatch is detected.",일예로는 추출된 차분이 소정량을 초과한 경우에 부정합을 검출한다.
The pressure information PI may indicate the magnitude of the force pressed by the finger FG.,압력 정보(PI)는 손가락(FG)이 누르는 힘의 크기를 나타낼 수 있다.
"The described entities may be further divided, combined, and used with other sensors or components.","기술된 엔티티들은 다른 센서 또는 구성 요소 등과 함께 추가로 분할, 결합, 사용될 수 있다."
The hardware circuit can be configured to perform instructions included in the program code.,하드웨어 회로는 프로그램 코드에 포함된 명령들을 수행하도록 구성될 수 있다.
"Recently, it has been used in various services and applications such as big data analysis, conversational interface, and machine translation.","최근에는 빅 데이터 분석, 대화 인터페이스, 기계 번역 등 다양한 서비스와 어플리케이션에서 사용되고 있다."
"In operation 920, the electronic device may check the external temperature of the electronic device.","동작 920에서, 전자 장치는 전자 장치의 외부 온도를 확인할 수 있다."
"In this embodiment, a segmented electrostatic plate may be disposed on the top surface of the outer protective layer 502.","이 실시예에서, 외측 보호층(502)의 상면 상에 세그먼트화된 정전기 플레이트가 배치될 수 있다."
Head mounted display device 100 may output objects other than furniture objects on the screen.,헤드 마운트 디스플레이 장치(100)는 가구 객체 외에 다른 객체를 화면에 출력할 수도 있다.
The query may also be stored in the local search and feedback history 33_115.,질의는 또한 로컬 검색 및 피드백 이력(33_115)에 저장될 수 있다.
"For example, even if the communication network delivers all the data correctly, the receiving computer might lose the data it received by mistake.",예를 들어서 통신 네트워크가 모든 데이터를 올바르게 전달한다고 해도 수신 컴퓨터가 잘못하여 수신한 데이터를 분실할 수도 있다.
