Q,A
"The device 1000 may output a confirmation message saying ""Do you want to increase the song sound"" in response to a user input.",디바이스(1000)는 사용자 입력에 대응하여 “노래 소리를 키우시겠습니까” 라는 확인 메시지를 출력할 수 있다.
The frequency converter 510 frequency-converts the audio data for each frame.,"주파수 변환부(510)는 각 프레임 별로, 오디오 데이터를 주파수 변환한다."
"In this embodiment, the ECC circuit 210 may perform ECC encoding and ECC decoding using an LDPC code.","본 실시예에서, ECC 회로(210)는 LDPC 코드를 이용하여 ECC 인코딩 및 ECC 디코딩을 수행할 수 있다."
"The touch position may be detected in the first time period, and the touch pressure may be detected in a second time period different from the first time period.","제1 시간구간에 터치 위치를 검출하고, 제1 시간구간과 다른 제2 시간구간에 터치 압력을 검출할 수 있다."
"That is, the controller 180 may determine activation of the main earphone jack EPJ2 and the sub earphone jack EPJ1.",즉 제어부(180)는 메인 이어폰 잭(EPJ2)과 서브 이어폰 잭(EPJ1)의 활성화를 결정할 수 있다.
Positions of the first region 112 and the second region 114 may be fixed within the memory cell array 110.,제 1 영역(112)과 제 2 영역(114)의 위치는 메모리 셀 어레이(110) 내에서 고정될 수 있다.
The low power mode state time (tLPS) may be set to a minimum time (tLPS(min)) by standard.,로우 파워 모드 상태 시간(tLPS)은 표준에 의해 최소한 시간(tLPS(min))으로 설정될 수 있다.
The preferred temperature can be changed according to the manual of the reagent (RA) used.,바람직한 온도는 사용되는 시약(RA)의 매뉴얼(manual)에 따라 변경될 수 있다.
"The calculated area was calculated as the national stocking land ratio, and the national tree species ratio was analyzed.",산출된 면적은 전국 입목지 비율로 계산하여 전국 수종비율을 분석하였다.
It may further include a plurality of middle frames coupled to the sides of the plurality of center frames.,상기 복수의 센터 프레임의 변(side)에 결합하는 복수의 미들 프레임을 더 포함할 수 있다.
Both of the first and second basic delay units 211 and 212 may have a fixed amount of delay.,"상기 제 1 및 제 2 기본 지연부(211, 212)는 모두 고정된 지연량을 가질 수 있다."
"The Fourth Industrial Revolution, which is emerging as a big topic recently, is a technological revolution such as artificial intelligence, machine learning, robots, Internet of Things, 3D printing, and biotechnology. It is spreading in all fields.","최근 큰 화두로 떠오르고 있는 제4차 산업혁명(The Fourth Industrial Revolution)은 인공지능, 머신러닝, 로봇, 사물인터넷, 3D 프린팅, 바이오 등의 기술혁명으로 ICT(Information and Communication Technology)의 급격한 발전과 더불어 모든 분야에서 확산되고 있다."
"To this end, the piezoelectric substrate 131 may be implemented in a rolled shape in a'u' shape.","이를 위해, 압전성 기판(131)은 'u'자 형태의 말려져 있는 형상으로 구현될 수 있다."
It is inefficient to manually test and recharge all batteries stored on shelves in the warehouse.,창고 내 선반에 저장된 모든 배터리를 수동으로 테스트하고 재충하는 것이 비효율적이다.
"The Ministry of Science, ICT and Future Planning classified data providers, platform operators, and service users.","미래창조과학부는 데이터 제공자, 플랫폼 운영자, 서비스 이용자로 분류하였다."
"Among other elements, the display stack may include a backlight in some embodiments.","다른 요소들 중에서, 디스플레이 스택은 일부 실시예들에서 백라이트를 포함할 수 있다."
The spread of digital payment/transaction based on mobile communication is leading the progress toward a cashless society.,모바일 통신에 기반한 디지털지불/거래의 확산은 캐시리스사회로의 진전을 이끌어가고 있다.
The assistant application 118 may operate according to one or more image conversation modes 120.,어시스턴트 애플리케이션(118)은 하나 이상의 이미지 대화 모드(120)에 따라 동작할 수 있다.
The rolling groove 321H may be formed between the outer diameter and the inner diameter of the lower plate portion 321L.,롤링홈(321H)은 하판부(321L)의 외경과 내경 사이에 형성될 수 있다.
The HS code is basically a code required for product registration by classifying the types of traded products into numeric codes in foreign trade transactions.,HS코드는 기본적으로 대외 무역 거래에서 거래 상품의 종류를 숫자 코드로 분류하여 상품 등록에 요구되는 코드이다.
"To this end, as shown in FIG. 12, it is also possible to specify a day of the week to input a reservation time.",이를 위해 도 12에서와 같이 요일을 지정하여 예약 시간을 입력하도록 할 수도 있다.
"As described above, the mobile device 100 may be implemented in various shapes and configurations.","이상에서 설명한 바와 같이, 모바일 디바이스(100)는 다양한 형태 및 구성으로 구현될 수 있다."
One is that the robot's existing map information is incorrect and the obstacle mark is missing.,하나는 기존에 로봇이 가지고 있는 지도 정보가 잘못되어서 장애물 표시가 빠져 있는 경우이다.
"According to an embodiment, the antenna structure 200 may include a plurality of conductive patterns 230.","한 실시예에 따르면, 안테나 구조(200)는 도전 패턴(230)을 복수 개 포함할 수 있다."
The buffer information 630 may include location information of a buffer in which correction of the data in which the error occurs is performed.,상기 버퍼 정보(630)는 상기 에러가 발생한 데이터에 대한 정정이 수행될 버퍼의 위치 정보를 포함할 수 있다.
The memory controller 300 may control the memory device 400 in response to a request from the host 100.,메모리 컨트롤러(300)는 호스트(100)의 요청에 응답하여 메모리 장치(400)를 제어할 수 있다.
The storage medium may be any available medium accessible to a general or dedicated computer.,저장 매체는 일반 또는 전용 컴퓨터에 액세스 가능한 임의의 이용 가능한 매체일 수 있다.
The signal receiver 110 may include a sensor for receiving a 4-channel color signal.,신호 수신부(110)는 4채널의 컬러 신호를 수신하기 위한 센서를 포함할 수 있다.
"Initially, all participants were asked to stay together in the laboratory.",처음에는 모든 참가자가 연구실에 함께 머물도록 요청받았다.
"In this case, the resource allocation information of the second base station 104 may be redundantly transmitted as shown in FIG. 10.","이 경우, 제2 기지국(104)의 자원 할당정보는 도 10에 도시한 바와 같이 중복되어 전달될 수 있다."
